"sample_id","timepoint","strain","temperature","replicate","arabinose_concentration","arabinose_unit","IPTG_concentration","IPTG_unit","strain_input_state"
"sample.ginkgo.13109860.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-05","M","2.5e-07","M","11"
"sample.ginkgo.13109861.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-05","M","2.5e-06","M","11"
"sample.ginkgo.13109863.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-05","M","2.5e-05","M","11"
"sample.ginkgo.13109864.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-05","M","0.00025","M","11"
"sample.ginkgo.13109865.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-05","M","0","M","NA"
"sample.ginkgo.13109866.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-05","M","2.5e-07","M","NA"
"sample.ginkgo.13109867.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-05","M","2.5e-06","M","NA"
"sample.ginkgo.13109868.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-05","M","2.5e-05","M","NA"
"sample.ginkgo.13109870.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-05","M","0.00025","M","NA"
"sample.ginkgo.13109871.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.005","M","0","M","01"
"sample.ginkgo.13109872.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.005","M","2.5e-07","M","11"
"sample.ginkgo.13109873.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.005","M","2.5e-06","M","11"
"sample.ginkgo.13109874.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.005","M","2.5e-05","M","11"
"sample.ginkgo.13109875.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.005","M","0.00025","M","11"
"sample.ginkgo.13109877.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.005","M","0","M","NA"
"sample.ginkgo.13109878.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.005","M","2.5e-07","M","NA"
"sample.ginkgo.13109879.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.005","M","2.5e-06","M","NA"
"sample.ginkgo.13109880.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.005","M","2.5e-05","M","NA"
"sample.ginkgo.13109881.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.005","M","0.00025","M","NA"
"sample.ginkgo.13109883.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.025","M","0","M","01"
"sample.ginkgo.13109884.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.025","M","2.5e-07","M","11"
"sample.ginkgo.13109885.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.025","M","2.5e-06","M","11"
"sample.ginkgo.13109886.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.025","M","2.5e-05","M","11"
"sample.ginkgo.13109887.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.025","M","0.00025","M","11"
"sample.ginkgo.13109888.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.025","M","0","M","NA"
"sample.ginkgo.13109890.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.025","M","2.5e-07","M","NA"
"sample.ginkgo.13109891.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.025","M","2.5e-06","M","NA"
"sample.ginkgo.13109892.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.025","M","2.5e-05","M","NA"
"sample.ginkgo.13109893.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.025","M","0.00025","M","NA"
"sample.ginkgo.13109894.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-06","M","0","M","01"
"sample.ginkgo.13109896.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-06","M","2.5e-07","M","11"
"sample.ginkgo.13109897.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-06","M","2.5e-06","M","11"
"sample.ginkgo.13109898.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-06","M","2.5e-05","M","11"
"sample.ginkgo.13109899.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","5e-06","M","0.00025","M","11"
"sample.ginkgo.13109900.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-06","M","0","M","NA"
"sample.ginkgo.13109901.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-06","M","2.5e-07","M","NA"
"sample.ginkgo.13109902.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-06","M","2.5e-06","M","NA"
"sample.ginkgo.13109904.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-06","M","2.5e-05","M","NA"
"sample.ginkgo.13109905.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","5e-06","M","0.00025","M","NA"
"sample.ginkgo.13109906.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.0005","M","0","M","01"
"sample.ginkgo.13109907.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.0005","M","2.5e-07","M","11"
"sample.ginkgo.13109909.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.0005","M","2.5e-06","M","11"
"sample.ginkgo.13109910.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.0005","M","2.5e-05","M","11"
"sample.ginkgo.13109911.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","3","0.0005","M","0.00025","M","11"
"sample.ginkgo.13109912.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","0","M","NA"
"sample.ginkgo.13109913.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","2.5e-07","M","NA"
"sample.ginkgo.13109915.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","2.5e-06","M","NA"
"sample.ginkgo.13109916.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","2.5e-05","M","NA"
"sample.ginkgo.13109917.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","0.00025","M","NA"
"sample.ginkgo.13106745.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","0.00025","M","11"
"sample.ginkgo.13107461.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","2","5e-05","M","2.5e-05","M","11"
"sample.ginkgo.13107464.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","2","5e-05","M","2.5e-07","M","NA"
"sample.ginkgo.13107468.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","2","5e-05","M","0.00025","M","NA"
"sample.ginkgo.13108435.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","0.0005","M","2.5e-05","M","11"
"sample.ginkgo.13106599.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0.005","M","2.5e-05","M","NA"
"sample.ginkgo.13106604.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0.025","M","2.5e-05","M","11"
"sample.ginkgo.13106649.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","2.5e-05","M","NA"
"sample.ginkgo.13106664.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","1","0.025","M","2.5e-05","M","11"
"sample.ginkgo.13106671.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","0","M","01"
"sample.ginkgo.13106680.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","0.00025","M","NA"
"sample.ginkgo.13108461.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","5e-05","M","0","M","NA"
"sample.ginkgo.13109847.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","3","0.0005","M","0.00025","M","NA"
"sample.ginkgo.13108485.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0.025","M","0","M","NA"
"sample.ginkgo.13108467.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0.005","M","0","M","01"
"sample.ginkgo.13108507.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_NAND_Circuit","37.0","4","0.0005","M","2.5e-05","M","11"
"sample.ginkgo.13108509.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0.0005","M","0","M","NA"
"sample.ginkgo.13108306.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","4","0.0005","M","2.5e-07","M","11"
"sample.ginkgo.13108527.experiment.ginkgo.19606.19637.19708.19709","18.0","MG1655_NAND_Circuit","37.0","4","5e-05","M","0","M","01"
"sample.ginkgo.13109769.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","3","0.0005","M","2.5e-06","M","11"
"sample.ginkgo.13108473.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0.005","M","0","M","NA"
"sample.ginkgo.13108431.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","4","0.0005","M","0","M","01"
"sample.ginkgo.13108449.experiment.ginkgo.19606.19637.19708.19709","8.0","MG1655_empty_landing_pads","37.0","4","0","M","0","M","NA"
"sample.ginkgo.13106511.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0","M","00"
"sample.ginkgo.13106512.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-07","M","10"
"sample.ginkgo.13106513.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-06","M","10"
"sample.ginkgo.13106514.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-05","M","10"
"sample.ginkgo.13106515.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0","M","0.00025","M","10"
"sample.ginkgo.13106516.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0","M","0","M","NA"
"sample.ginkgo.13106517.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-07","M","NA"
"sample.ginkgo.13106518.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-06","M","NA"
"sample.ginkgo.13106519.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-05","M","NA"
"sample.ginkgo.13106520.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0","M","0.00025","M","NA"
"sample.ginkgo.13106521.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-05","M","0","M","01"
"sample.ginkgo.13106522.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-05","M","2.5e-07","M","11"
"sample.ginkgo.13106523.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-05","M","2.5e-06","M","11"
"sample.ginkgo.13106524.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-05","M","2.5e-05","M","11"
"sample.ginkgo.13106525.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-05","M","0.00025","M","11"
"sample.ginkgo.13106526.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","0","M","NA"
"sample.ginkgo.13106527.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","2.5e-07","M","NA"
"sample.ginkgo.13106528.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","2.5e-06","M","NA"
"sample.ginkgo.13106529.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","2.5e-05","M","NA"
"sample.ginkgo.13106530.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-05","M","0.00025","M","NA"
"sample.ginkgo.13106531.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.005","M","0","M","01"
"sample.ginkgo.13106532.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.005","M","2.5e-07","M","11"
"sample.ginkgo.13106533.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.005","M","2.5e-06","M","11"
"sample.ginkgo.13106534.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.005","M","2.5e-05","M","11"
"sample.ginkgo.13106535.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.005","M","0.00025","M","11"
"sample.ginkgo.13106536.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.005","M","0","M","NA"
"sample.ginkgo.13106537.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.005","M","2.5e-07","M","NA"
"sample.ginkgo.13106538.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.005","M","2.5e-06","M","NA"
"sample.ginkgo.13106539.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.005","M","2.5e-05","M","NA"
"sample.ginkgo.13106540.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.005","M","0.00025","M","NA"
"sample.ginkgo.13106541.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.025","M","0","M","01"
"sample.ginkgo.13106542.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.025","M","2.5e-07","M","11"
"sample.ginkgo.13106543.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.025","M","2.5e-06","M","11"
"sample.ginkgo.13106544.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.025","M","2.5e-05","M","11"
"sample.ginkgo.13106545.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.025","M","0.00025","M","11"
"sample.ginkgo.13106546.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.025","M","0","M","NA"
"sample.ginkgo.13106547.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.025","M","2.5e-07","M","NA"
"sample.ginkgo.13106548.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.025","M","2.5e-06","M","NA"
"sample.ginkgo.13106549.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.025","M","2.5e-05","M","NA"
"sample.ginkgo.13106550.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.025","M","0.00025","M","NA"
"sample.ginkgo.13106551.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","0","M","01"
"sample.ginkgo.13106552.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","2.5e-07","M","11"
"sample.ginkgo.13106553.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","2.5e-06","M","11"
"sample.ginkgo.13106554.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","2.5e-05","M","11"
"sample.ginkgo.13106555.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","5e-06","M","0.00025","M","11"
"sample.ginkgo.13106556.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","0","M","NA"
"sample.ginkgo.13106557.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","2.5e-07","M","NA"
"sample.ginkgo.13106558.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","2.5e-06","M","NA"
"sample.ginkgo.13106559.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","2.5e-05","M","NA"
"sample.ginkgo.13106560.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","5e-06","M","0.00025","M","NA"
"sample.ginkgo.13106561.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","0","M","01"
"sample.ginkgo.13106562.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","2.5e-07","M","11"
"sample.ginkgo.13106563.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","2.5e-06","M","11"
"sample.ginkgo.13106564.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","2.5e-05","M","11"
"sample.ginkgo.13106565.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_NAND_Circuit","37.0","1","0.0005","M","0.00025","M","11"
"sample.ginkgo.13106566.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.0005","M","0","M","NA"
"sample.ginkgo.13106567.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.0005","M","2.5e-07","M","NA"
"sample.ginkgo.13106568.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.0005","M","2.5e-06","M","NA"
"sample.ginkgo.13106569.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.0005","M","2.5e-05","M","NA"
"sample.ginkgo.13106570.experiment.ginkgo.19606.19637.19708.19709","5.0","MG1655_empty_landing_pads","37.0","1","0.0005","M","0.00025","M","NA"
"sample.ginkgo.13106571.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0","M","0","M","00"
"sample.ginkgo.13106572.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-07","M","10"
"sample.ginkgo.13106573.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-06","M","10"
"sample.ginkgo.13106574.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0","M","2.5e-05","M","10"
"sample.ginkgo.13106575.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","0","M","0.00025","M","10"
"sample.ginkgo.13106576.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0","M","0","M","NA"
"sample.ginkgo.13106577.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-07","M","NA"
"sample.ginkgo.13106578.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-06","M","NA"
"sample.ginkgo.13106579.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0","M","2.5e-05","M","NA"
"sample.ginkgo.13106580.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_empty_landing_pads","37.0","1","0","M","0.00025","M","NA"
"sample.ginkgo.13106581.experiment.ginkgo.19606.19637.19708.19709","6.5","MG1655_NAND_Circuit","37.0","1","5e-05","M","0","M","01"
